Num.,Nome completo,E-mail,Telefone,Área,Idioma de interesse,Leva,Modelo de aula,Resultado nivelamento,Data Nivelamento,Nivel Recente,Data que o Lingopass deu acesso,Data de Primeiro acesso,A0,A0 AoV,"Tempo de conclusão em dias 
Início Fim",A1,A1 AoV,"Tempo de conclusão em dias 
Início Fim.1",A2,A2 AoV,"Tempo de conclusão em dias 
Início Fim.2",B1,B1 AoV,"Tempo de conclusão em dias 
Início Fim.3",B2,B2 AoV,"Tempo de conclusão em dias 
Início Fim.4",C1,C1 AoV,"Tempo de conclusão em dias 
Início Fim.5",C2,C2 AoV,total progresso,"Tempo de conclusão em dias 
Início Fim.6",Progresso (nível do nivelamento),Progresso (qualquer nível),Média A0,Média A1,Média A2,Média B1,Média B2,Média C1,Média C2,Média total,Primeiro Acesso,Primeiro acesso curso que foi nivelado,Último Acesso,Tempo Total Plataforma,Tempo Total AoV,Tempo Total,tempo plataforma minutos,tempo AOV minutos,tempo total,% plataforma ,Turmas Fixas,Horário,Turno,Tutor,Nativo?,Quantidade Mensagens,Observação,Nome Gestor,Gestor,Empresa,Cancelou,Data de cancelamento,Data que deve perder acesso ,Justificativa,Sobre o curso: Quão satisfeito você ficou com seu curso em geral?,"Recomendação, comentário ou sugestão: Você recomendaria nosso curso? (1 sendo nunca e 10 com certeza)","Recomendação, comentário ou sugestão: Tem alguma sugestão ou comentário que queira nos enviar?"
114.0,Cody Wagner,tburns@example.com,,TI,INGLÊS,1,TURMA FIXA,B1,26/09/2022,B1,01/09/2022,26/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",117.34%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,26/09/2022,,19/04/2023,00h 00m,21h 58m,21h 58m,0.0,1.318,1.318,0%,EN | EMB | TI | INT04,Quartas e sextas às 13h,Tarde,Richard,Nativo,2.0,,,garytyler@example.com,EMBRAER,,,,,,,
116.0,Cody Vance,tony12@example.com,,TI,INGLÊS,1,TURMA FIXA,B1,27/09/2022,B1,01/09/2022,27/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",5.82%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,27/09/2022,,24/10/2022,00h 08m,00h 55m,01h 04m,8.0,55.0,63.0,13%,EN | EMB | TI | INT06,Segundas e quartas às 18h,Noite,Victor,Nativo,2.0,,,kelly07@example.com,EMBRAER,,,,,,,
,Michelle Mooney,erocha@example.com,,ADM,INGLÊS,4,TURMA FIXA,B2,19/04/2023,B2,01/02/2023,19/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,19/04/2023,,19/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,Turma 45 - ADM - INT - terças e quintas às 18h,Terça-Feira e Quarta-Feira,Noite,Daniela,,,,,larry95@example.net,EMBRAER,,,,,,,
,Kathy Chambers,berryheather@example.org,,ADM,INGLÊS,4,TURMA FIXA,B2,12/02/2023,B2,01/02/2023,12/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,12/02/2023,,19/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,Turma 45 - ADM - INT - terças e quintas às 18h,Terça-Feira e Quinta-Feira,Noite,Daniela,,,,,jamesweiss@example.org,EMBRAER,,,,,,,
213.0,Arthur Daniel,robertburton@example.net,,ADM,INGLÊS,2,TURMA FLEXÍVEL,B1,Nunca acessou,B1,01/12/2022,Nunca acessou,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,Nunca acessou,,,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,connieyang@example.org,EMBRAER,,,,,,,
214.0,April Schultz,uvargas@example.org,,ADM,INGLÊS,2,TURMA FLEXÍVEL,B1,Nunca acessou,B1,01/12/2022,Nunca acessou,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,Nunca acessou,,,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,staceyking@example.net,EMBRAER,,,,,,,
215.0,Erika Ingram,baileymegan@example.org,,ADM,INGLÊS,2,TURMA FLEXÍVEL,B1,10/01/2023,B1,01/12/2022,10/01/2023,"3,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"8,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,10/01/2023,,14/03/2023,03h 46m,00h 00m,03h 46m,226.0,0.0,226.0,100%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,charles66@example.org,EMBRAER,,,,,,,
118.0,Teresa Sexton,crystal65@example.com,,ADM,INGLÊS,1,TURMA FIXA,B1,08/03/2023,B1,01/09/2022,08/03/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,08/03/2023,,18/04/2023,00h 02m,00h 00m,00h 02m,2.0,0.0,2.0,100%,EN | EMB | ADM | INT13,Segundas e quartas às 18h,Noite,Awynner,Brasileiro,2.0,,,christopherluna@example.org,EMBRAER,,,,,,,
122.0,Katie Dominguez,nnorton@example.net,,TI,INGLÊS,1,TURMA FIXA,B1,27/09/2022,B1,01/09/2022,27/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",85.34%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,27/09/2022,,18/04/2023,00h 50m,13h 39m,14h 30m,50.0,819.0,869.0,6%,EN | EMB | TI | INT03,Terças e quintas às 08h,Manhã,Ricardo,Brasileiro,2.0,,,amartin@example.org,EMBRAER,,,,,,,
221.0,Blake Smith,mwilliams@example.net,,ADM,INGLÊS,2,TURMA FLEXÍVEL,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",9.11%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,12/12/2022,,31/01/2023,00h 00m,01h 27m,01h 27m,0.0,87.0,87.0,0%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,juliabrown@example.com,EMBRAER,,,,,,,
,Adam Hensley,johnsoneric@example.net,,-,INGLÊS,2,TURMA FLEXÍVEL,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"4,00%",0.00%,,"0,00%",0.00%,,"21,00%",42.19%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,"21,00%","21,00%",,,,,,,,,12/12/2022,,05/04/2023,04h 32m,06h 45m,11h 17m,272.0,405.0,677.0,40%,,,,,,,,,zcollier@example.com,,Cancelou,10/04/2023,45204,"Aluna vai trocar de área e na nova área não continuará no programa. Em ligação, aluna disse que gostou bastante, principalmente dos tutores, em especial a didática da Marcela e Dani",,,
379.0,Keith Espinoza,jennifersanchez@example.org,,TEC,INGLÊS,3,TURMA FIXA,B1,09/02/2023,B1,01/02/2023,09/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"22,00%",31.04%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,09/02/2023,,18/04/2023,07h 29m,04h 58m,12h 27m,449.0,298.0,747.0,60%,EN | EMB3 | TEC | INT36,Terças e quintas  às 18h,Noite,Paulo,Brasileiro,,,,timothycobb@example.org,EMBRAER,,,,,,,
124.0,Nathaniel Guzman,efrench@example.com,,TEC,INGLÊS,1,TURMA FIXA,B1,17/11/2022,B1,01/09/2022,17/11/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",65.56%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,17/11/2022,,09/02/2023,00h 00m,10h 29m,10h 29m,0.0,629.0,629.0,0%,EN | EMB | TEC | INT08,Terças e quintas às 16h,Tarde,Ricardo,Brasileiro,2.0,,,millerdale@example.net,EMBRAER,,,,,,,
,Cody Bailey,bergerjamie@example.com,,TEC,INGLÊS,4,TURMA FLEXÍVEL,B2,14/04/2023,B2,01/04/2023,14/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"5,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,5%,,"5,00%","5,00%",,,,,,,,,14/04/2023,,14/04/2023,00h 37m,00h 00m,00h 37m,37.0,0.0,37.0,100%,TURMA FLEXÍVEL,Terça e Quinta,Noite,,,,,,uharris@example.org,EMBRAER,,,,,,,
,Fernando Hensley,hollynavarro@example.org,,ADM,INGLÊS,4,TURMA FLEXÍVEL,B2,18/04/2023,B2,01/04/2023,18/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,18/04/2023,,18/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,TURMA FLEXÍVEL,FLEX,,,,,,,robertwinters@example.net,EMBRAER,,,,,,,
260.0,Darrell Porter,vholt@example.net,,TI,INGLÊS,2,TURMA FIXA,B1,12/12/2022,B1,01/12/2022,12/12/2022,"26,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"6,00%",5.81%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,12/12/2022,,13/03/2023,02h 21m,00h 55m,03h 17m,141.0,55.0,196.0,72%,EN | EMB2 | TI | INT31,Terças e quintas às 18h,Noite,Clarice,Brasileiro,1.0,,,alexandrabell@example.com,EMBRAER,,,,,,,
,Hector Waters,elijah61@example.org,,TEC,INGLÊS,4,TURMA FIXA,B2,17/04/2023,B2,01/04/2023,17/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,17/04/2023,,19/04/2023,00h 01m,00h 00m,00h 01m,1.0,0.0,1.0,100%,Turma 46 - TEC - INT - terças e quintas às 18h,Quarta e Sexta,Noite,Manoel,,,,,jamesedwards@example.com,EMBRAER,,,,,,,
,Troy Beard,sydney68@example.net,,ADM,INGLÊS,4,TURMA FIXA,B2,13/04/2023,B2,01/04/2023,13/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,13/04/2023,,19/04/2023,00h 03m,00h 00m,00h 03m,3.0,0.0,3.0,100%,Turma 48 - ADM - INT - terças e quintas às 9h,Terça e Quinta,Manhã,Não definido ,,,,,ytaylor@example.com,EVE AIR MOBILITY,,,,,,,
307.0,Joshua Espinoza,lucas27@example.org,,TEC,INGLÊS,2,TURMA FIXA,B1,Nunca acessou,B1,01/12/2022,Nunca acessou,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,Nunca acessou,,,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,EN | EMB2 | TEC | INT29,Terças e quintas ás 20:30h,Noite,Gustavo,Brasileiro,1.0,,,john75@example.org,EMBRAER,,,,,,,
,Kelly Thornton,imartin@example.net,,ADM,INGLÊS,4,TURMA FIXA,B2,13/04/2023,B2,01/04/2023,13/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"2,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,2%,,"2,00%","2,00%",,,,,,,,,13/04/2023,,17/04/2023,00h 10m,00h 00m,00h 10m,10.0,0.0,10.0,100%,Turma 43 - ADM - INT - segundas e quartas às 18h,Segunda e Quarta,Tarde,Não definido,,,,,kramerrobert@example.org,EMBRAER,,,,,,,
323.0,Aaron Aguirre,jmeyer@example.org,,ADM,INGLÊS,2,TURMA FIXA,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"22,00%",34.39%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,12/12/2022,,13/03/2023,05h 59m,05h 30m,11h 29m,359.0,330.0,689.0,52%,EN | EMB2 | ADM | INT17,Segundas e quartas às 9h,Manhã,Dani,Brasileiro,6.0,,,cohendaniel@example.org,EMBRAER,,,,,,,
,Melanie Murphy,warrenodonnell@example.net,,ADM,INGLÊS,4,TURMA FLEXÍVEL,B2,19/04/2023,B2,01/04/2023,19/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,19/04/2023,,25/04/2023,00h 04m,00h 00m,00h 04m,4.0,0.0,4.0,100%,TURMA FLEXÍVEL,FLEX,,,,,,,megan08@example.org,EMBRAER,,,,,,,
,Lisa Dalton,robertsonanthony@example.org,,ADM,INGLÊS,4,TURMA FIXA NATIVO,B2,13/04/2023,B2,01/04/2023,13/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,13/04/2023,,13/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,Turma 42 - ADM - INT - terças e quintas às 9h,Segunda e Quarta,Manhã,Não definido ,,,,,williamsscott@example.org,EMBRAER,,,,,,,
129.0,Mary Cooper,mauricejohnson@example.org,,TEC,INGLÊS,1,TURMA FLEXÍVEL,B1,Nunca acessou,B1,01/09/2022,Nunca acessou,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,Nunca acessou,,,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,jacksonjoseph@example.com,EMBRAER,,,,,,,
407.0,Nancy Bradford,madisondillon@example.net,,TEC,INGLÊS,3,TURMA FLEXÍVEL,B2,09/02/2023,B2,01/02/2023,09/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"9,00%",12.15%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,09/02/2023,,20/04/2023,03h 36m,01h 56m,05h 33m,216.0,116.0,332.0,65%,Turma flexível,FLEX,FLEX,FLEX,FLEX,,,,pruiz@example.net,EMBRAER,,,,,,,
395.0,Victoria Estrada,victoriakerr@example.org,,ADM,INGLÊS,3,TURMA FIXA,B2,09/02/2023,B2,01/02/2023,09/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"14,00%",41.81%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,09/02/2023,,25/04/2023,05h 53m,07h 38m,13h 32m,353.0,458.0,811.0,44%,EN | EMB3 | ADM | INT39,Terças e quintas  às 19h,Noite,Luíza,Brasileiro,,,,dawsonjennifer@example.net,EMBRAER,,,,,,,
,Kevin Krueger,lyoung@example.com,,ADM,INGLÊS,4,TURMA FIXA,B2,19/04/2023,B2,01/04/2023,19/04/2023,"8,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,8%,,"8,00%","8,00%",,,,,,,,,19/04/2023,,25/04/2023,01h 05m,00h 00m,01h 05m,65.0,0.0,65.0,100%,Turma 43 - ADM - INT - segundas e quartas às 18h,FLEX,,Não definido,,,,,bjackson@example.org,EMBRAER,,,,,,,
,Christopher Marquez,xgrant@example.net,,ADM,INGLÊS,4,AULAS PARTICULARES,B2,16/04/2023,B2,01/04/2023,16/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,16/04/2023,,16/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,Turma 6 - AULA PARTICULAR - segundas e quartas às 20h,Segunda e Quarta,Noite,Manoel,,,,,cramos@example.com,EVE AIR MOBILITY,,,,,,,
,Thomas Hutchinson,christina58@example.com,,-,INGLÊS,1,TURMA FLEXÍVEL,B1,,B1,01/09/2022,17/10/2022,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,17/10/2022,,,,,,,,,#DIV/0!,,,,,,,,,francodavid@example.com,,Cancelou,13/12,13/01,"Eu iniciei a realização das atividades da plataforma, porém as aulas teóricas são independentes da conversação.
Outra coisa é que a turma do intermediário é única, sem divisões, assim as turmas ficam com alunos que acabaram de sair do básico com os alunos muito avançados. Infelizmente não me identifiquei com o método.
Mas agradeço muito sua intenção/sugestão de entender melhor a plataforma,",,,
136.0,Karen Johnson,randy81@example.net,,TI,INGLÊS,1,TURMA FIXA,B1,26/09/2022,B1,01/09/2022,26/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",45.92%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,26/09/2022,,03/02/2023,00h 02m,08h 11m,08h 14m,2.0,491.0,493.0,0%,EN | EMB | TI | INT04,Quartas e sextas às 13h,Tarde,Richard,Nativo,2.0,,,brandyholmes@example.org,EMBRAER,,,,,,,
146.0,Jacqueline Sullivan,pnewton@example.com,,TI,INGLÊS,1,TURMA FLEXÍVEL,B1,25/10/2022,B1,01/09/2022,25/10/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",6.17%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,25/10/2022,,25/10/2022,00h 00m,00h 59m,00h 59m,0.0,59.0,59.0,0%,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,irwinryan@example.org,EMBRAER,,,,,,,
327.0,Adrian Miller,nnelson@example.org,,ADM,INGLÊS,2,TURMA FIXA,B1,09/02/2023,B1,01/12/2022,09/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",70.16%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,09/02/2023,,18/04/2023,00h 00m,11h 13m,11h 14m,0.0,673.0,673.0,0%,EN | EMB2 | ADM | INT23,Terças e quintas às 9h,Manhã,Dani,Brasileiro,1.0,,,efisher@example.org,EMBRAER,,,,,,,
331.0,Cody Williams,michael10@example.com,,ADM,INGLÊS,2,TURMA FIXA,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"21,00%",40.76%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,12/12/2022,,17/04/2023,04h 17m,06h 31m,10h 48m,257.0,391.0,648.0,40%,EN | EMB3 | ADM | INT37,Segundas e quartas às 10h,Manhã,Amanda,Brasileiro,1.0,,,wendy13@example.org,EMBRAER,,,,,,,
,Sandra Perkins,nbates@example.net,,TEC,INGLÊS,4,TURMA FIXA,B2,13/04/2023,B2,01/04/2023,13/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,13/04/2023,,19/04/2023,00h 12m,00h 00m,00h 12m,12.0,0.0,12.0,100%,Turma 46 - TEC - INT - terças e quintas às 18h,Terça e Quinta,Noite,Manoel,,,,,denise81@example.org,EMBRAER,,,,,,,
179.0,Craig Jones,travisclark@example.net,,ADM,INGLÊS,2,TURMA FLEXÍVEL,B2,13/12/2022,B2,01/12/2022,13/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",94.43%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,13/12/2022,,30/03/2023,00h 03m,15h 06m,15h 09m,3.0,906.0,909.0,0%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,nicholasleach@example.net,EMBRAER,,,,,,,
,Gregory Obrien,dschwartz@example.net,,ADM,INGLÊS,4,TURMA FLEXÍVEL,B2,18/04/2023,B2,01/04/2023,18/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,18/04/2023,,19/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,TURMA FLEXÍVEL,FLEX,,,,,,,brandidavis@example.com,EMBRAER,,,,,,,
,Luis Brown,manningstephen@example.org,,ADM,INGLÊS,4,TURMA FLEXÍVEL,B2,19/04/2023,B2,01/04/2023,19/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,19/04/2023,,25/04/2023,00h 04m,00h 00m,00h 04m,4.0,0.0,4.0,100%,TURMA FLEXÍVEL,FLEX,,,,,,,garciavictoria@example.com,EMBRAER,,,,,,,
,Breanna Chavez,armstrongwilliam@example.org,,ADM,INGLÊS,4,TURMA FLEXÍVEL,B2,13/04/2023,B2,01/04/2023,13/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"3,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,3%,,"3,00%","3,00%",,,,,,,,,13/04/2023,,19/04/2023,00h 47m,00h 00m,00h 47m,47.0,0.0,47.0,100%,TURMA FLEXÍVEL,FLEX,,,,,,,lpeterson@example.org,EVE AIR MOBILITY,,,,,,,
154.0,Dennis Hall,wilsongina@example.org,,TEC,INGLÊS,1,TURMA FLEXÍVEL,B1,24/10/2022,B1,01/09/2022,24/10/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,24/10/2022,,06/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,weberrobert@example.org,EMBRAER,,,,,,,
45.0,Courtney Gentry DVM,jacobfrey@example.com,,TI,INGLÊS,1,TURMA FLEXÍVEL,B2,18/10/2022,B2,01/09/2022,18/10/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",35.98%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,18/10/2022,,02/02/2023,00h 00m,05h 45m,05h 46m,0.0,345.0,345.0,0%,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,dillon36@example.org,EMBRAER,,,,,,,
382.0,Maria Burke,mcruz@example.net,,ADM,INGLÊS,3,TURMA FIXA,B2,15/02/2023,B2,01/02/2023,15/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",44.80%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,15/02/2023,,19/04/2023,00h 48m,07h 10m,07h 58m,48.0,430.0,478.0,10%,EN | EMB3 | ADM | INT38,Segundas e quartas às 16h,Tarde,Ricardo,Brasileiro,,,,barronsteven@example.net,EMBRAER,,,,,,,
,Katherine Morgan,schneiderangela@example.com,,TI,INGLÊS,4,TURMA FLEXÍVEL,B2,19/04/2023,B2,01/04/2023,19/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,19/04/2023,,19/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,TURMA FLEXÍVEL,Terça e Quinta,Manhã,,,,,,jpetersen@example.net,EMBRAER,,,,,,,
397.0,Robert Stone,thomasmiller@example.net,,TEC,INGLÊS,3,TURMA FLEXÍVEL,B2,13/02/2023,B2,01/02/2023,13/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"17,00%",6.49%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,13/02/2023,,10/03/2023,04h 16m,01h 02m,05h 19m,256.0,62.0,318.0,81%,Turma flexível,FLEX,FLEX,FLEX,FLEX,,,,randywright@example.org,EMBRAER,,,,,,,
,David Thompson,jenningsjohnny@example.net,,ADM,INGLÊS,4,TURMA FLEXÍVEL,B2,13/04/2023,B2,01/04/2023,13/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"18,00%",3.53%,,"0,00%",0.00%,,"0,00%",0.00%,18%,,"18,00%","18,00%",,,,,,,,,13/04/2023,,25/04/2023,05h 59m,00h 33m,06h 33m,359.0,33.0,392.0,92%,TURMA FLEXÍVEL,FLEX,,,,,,,frogers@example.org,EVE AIR MOBILITY,,,,,,,
,Nicole Kerr,nhoover@example.net,,TEC,INGLÊS,4,TURMA FLEXÍVEL,B2,18/04/2023,B2,01/04/2023,18/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,18/04/2023,,25/04/2023,00h 02m,00h 00m,00h 02m,2.0,0.0,2.0,100%,TURMA FLEXÍVEL,FLEX,,,,,,,ualexander@example.net,EMBRAER,,,,,,,
